title,manufacturer,length,size category,year built,file_name
m/y ocean saloon classic yacht,classic,23.8,[23.5-24.5),1964,ffffffd780000000.jpg
m/y ocean saloon classic yacht,classic,23.8,[23.5-24.5),1964,fffffffca0400000.jpg
m/y ocean saloon classic yacht,classic,23.8,[23.5-24.5),1964,ffffffffd0800000.jpg
m/y ocean saloon classic yacht,classic,23.8,[23.5-24.5),1964,ffffffffed180000.jpg
maestro 35,maestro,10.75,[10.5-11.5),1985,5b0fffff7f1c0000.jpg
maestro 35,maestro,10.75,[10.5-11.5),1985,e7c0007f1ffff000.jpg
neptun werft neptun 26,neptun,7.76,[7.5-8.5),1973,fcf82878703f7e20.jpg
neptun werft neptun 26,neptun,7.76,[7.5-8.5),1973,ff1f092efe003cfe.jpg
maraudeur spair marine,marine,4.83,[4.5-5.5),1975,ff0fc84283011b77.jpg
telfa 28er konigskreuzer,telfa,8.63,[8.5-9.5),1964,0100c3ffcb427eff.jpg
melges 32,melges,9.68,[9.5-10.5),2007,06a680043efcf8e7.jpg
melges 32,melges,9.68,[9.5-10.5),2007,0f3a5a525218c333.jpg
melges 32,melges,9.68,[9.5-10.5),2007,8183020222ecffef.jpg
melges 32,melges,9.68,[9.5-10.5),2007,f8d08081e3effeff.jpg
melges 32,melges,9.68,[9.5-10.5),2007,fff725e07e00013f.jpg
melges 32,melges,9.68,[9.5-10.5),2007,ffff03801e79e183.jpg
melges 32,melges,9.68,[9.5-10.5),2007,ffffffe500040c00.jpg
melges 32,melges,9.68,[9.5-10.5),2007,ffffffff1f190000.jpg
jeanneau sun odessey 54  ds,jeanneau,16.75,[16.5-17.5),2005,ffff1f097ec06001.jpg
sunbeam 53,sunbeam,15.98,[15.5-16.5),2008,0000ffff8080f7ff.jpg
sunbeam 53,sunbeam,15.98,[15.5-16.5),2008,27351176ff78000b.jpg
sunbeam 53,sunbeam,15.98,[15.5-16.5),2008,a1fffffedf800000.jpg
jw-870 r. stadelmann,stadelmann,8.77,[8.5-9.5),1989,0c0c0c4c4c7e7c1c.jpg
jw-870 r. stadelmann,stadelmann,8.77,[8.5-9.5),1989,e1ffffff3c000012.jpg
bali catamarans 4.0,bali catamarans,11.88,[11.5-12.5),2018,f0e0c0fcfc90c004.jpg
bali catamarans 4.0,bali catamarans,11.88,[11.5-12.5),2018,fffff7470820a080.jpg
granada bonita 767 carbon mast,granada,7.67,[7.5-8.5),1985,f0f0f3f2f0f0f2f3.jpg
granada bonita 767 carbon mast,granada,7.67,[7.5-8.5),1985,ffff0cf9d8848000.jpg
nimbus 26/bjorn olsen,olsen,8.0,[7.5-8.5),1972,050cb881fffee800.jpg
nimbus 26/bjorn olsen,olsen,8.0,[7.5-8.5),1972,7ffffffc9e800000.jpg
nimbus 26/bjorn olsen,olsen,8.0,[7.5-8.5),1972,ffffffffff080000.jpg
van de stadt dogger 32,van de stadt,9.7,[9.5-10.5),1968,00001cfafefffffc.jpg
van de stadt dogger 32,van de stadt,9.7,[9.5-10.5),1968,33138fffff330000.jpg
van de stadt dogger 32,van de stadt,9.7,[9.5-10.5),1968,f7ffff000c04e0ff.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,6fefefcfcb010000.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,7f7f5f3f01000100.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,c0c020fcfcff1c00.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,dfcfcf8fc3008000.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,e2e2e7c7cfdfe881.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,e3e1e1e1e4d680f7.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,efe7c7c7c3cb8383.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,fffbefffc0400000.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,ffffffe77e040000.jpg
jeanneau sun odyssey 410,jeanneau,12.35,[11.5-12.5),2023,ffffffffb4000000.jpg
triobatar trio80,triobatar,8.05,[7.5-8.5),1978,00dcff707c7c7078.jpg
triobatar trio80,triobatar,8.05,[7.5-8.5),1978,ffdfdfff00010000.jpg
oy nykra sunwind 27,oy nykra,8.22,[7.5-8.5),1983,0000ffffffffc0c0.jpg
friendship yacht company friendship 22 fam,friendship yacht company,6.6,[6.5-7.5),1989,e1210103437f7901.jpg
friendship yacht company friendship 22 fam,friendship yacht company,6.6,[6.5-7.5),1989,fffe020e7d8d0301.jpg
abeking &amp; rasmussen hansa-jolle,rasmussen,5.9,[5.5-6.5),1960,10103038787c90bc.jpg
abeking &amp; rasmussen hansa-jolle,rasmussen,5.9,[5.5-6.5),1960,7f070110188787df.jpg
abeking &amp; rasmussen hansa-jolle,rasmussen,5.9,[5.5-6.5),1960,fcf8f060eaf67003.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,000008ffffff0000.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,00c0eeeff7ffa000.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,bdffefef0c400000.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,c3c0c0fcfc800000.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,fbfbfbff1cc00000.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,ffff93181878f800.jpg
koopmans (aluminium) 54,koopmans,16.45,[15.5-16.5),2003,ffffffdf18000000.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,00000038fcfc6c7c.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,0f1f1f1cff3f0000.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,0f1fff3f01860700.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,3b18beff7e1d1901.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,e100067f677f0100.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,f3fffff6e6802000.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,f700003038fc7830.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,ff0707060f0ffdf8.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,ffffff1808180800.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2020,ffffffff04060000.jpg
beneteau oceanis 48,beneteau,14.63,[14.5-15.5),2017,5fffc0feff000000.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,00000001ffefffe0.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,003f6060773e3393.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,3f7f7f7f3f310020.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,93e6eefcbc7e0400.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,fcf840607cf8f8f0.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,ff7e081efce06080.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,ff7f02263e3e1f0f.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,ffe340ee3e381802.jpg
leopard 48,leopard,14.63,[14.5-15.5),2017,fff9042e7c1c1800.jpg
petticrows drachen,petticrows,8.9,[8.5-9.5),1996,1f7f1f0300003f7f.jpg
petticrows drachen,petticrows,8.9,[8.5-9.5),1996,fdffff9f811d0000.jpg
petticrows drachen,petticrows,8.9,[8.5-9.5),1996,ff8fbd9fe2e00000.jpg
bavaria 37-2 cruiser,bavaria,11.35,[10.5-11.5),2006,220f7f3f9e0e0400.jpg
jeanneau sun magic 44,jeanneau,13.4,[12.5-13.5),1989,0000ffffff800000.jpg
jeanneau sun magic 44,jeanneau,13.4,[12.5-13.5),1989,00e0ffcffffe0000.jpg
jeanneau sun magic 44,jeanneau,13.4,[12.5-13.5),1989,09ffff7b3c1e0600.jpg
jeanneau sun magic 44,jeanneau,13.4,[12.5-13.5),1989,ffff0013fffcf040.jpg
jeanneau sun magic 44,jeanneau,13.4,[12.5-13.5),1989,ffffffff00fc0600.jpg
koopmans 52 kotter ketch,koopmans,15.6,[15.5-16.5),1980,fff9e3f04f100c00.jpg
koopmans 52 kotter ketch,koopmans,15.6,[15.5-16.5),1980,ffffffe000008000.jpg
sigma yachts 41,sigma yachts,12.46,[11.5-12.5),1983,f8fcff781e014222.jpg
bowman 47,bowman,13.91,[13.5-14.5),1975,1bfffff3e7c70000.jpg
bowman 47,bowman,13.91,[13.5-14.5),1975,c3f7fef8c004070f.jpg
bowman 47,bowman,13.91,[13.5-14.5),1975,fff7ff67e3e30207.jpg
mattia &amp; cecco 39,mattia,11.7,[11.5-12.5),1983,177f7f73704c6e66.jpg
mattia &amp; cecco 39,mattia,11.7,[11.5-12.5),1983,e6feeeee64000000.jpg
mattia &amp; cecco 39,mattia,11.7,[11.5-12.5),1983,fffff3f000800000.jpg
mattia &amp; cecco 39,mattia,11.7,[11.5-12.5),1983,ffffffffff000000.jpg
hanse 388,hanse,11.4,[10.5-11.5),2022,ffff20283c060000.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,4b031df87c3e1e22.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,fdfc2c08f47e0e06.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,ff7f3f011f80c001.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,ffdf1fcfe0310100.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,fffbc0ffff800000.jpg
viko yachts sailing yacht viko s 26,viko yachts,8.5,[7.5-8.5),2022,ffffdf0d00c0c000.jpg
targa 96,targa,9.6,[9.5-10.5),1977,ffffff0100008000.jpg
targa 96,targa,9.6,[9.5-10.5),1977,ffffff877f000000.jpg
targa 96,targa,9.6,[9.5-10.5),1977,ffffffe31f000101.jpg
targa 96,targa,9.6,[9.5-10.5),1977,fffffff910000100.jpg
hanse 348,hanse,10.4,[9.5-10.5),2022,ff1f7f1c9c010100.jpg
hanse 348,hanse,10.4,[9.5-10.5),2022,ffffc70607390100.jpg
hanse 348,hanse,10.4,[9.5-10.5),2022,fffff3d1b7808082.jpg
rival yachts rival 34,rival yachts,10.38,[9.5-10.5),1978,7f7f7d7960006000.jpg
rival yachts rival 34,rival yachts,10.38,[9.5-10.5),1978,ffffffffc0000000.jpg
beneteau oceanis 51.1,beneteau,15.95,[15.5-16.5),2020,ffff83818183ffff.jpg
beneteau oceanis 51.1,beneteau,15.95,[15.5-16.5),2020,fffff8803b1c0000.jpg
jeanneau sun odyssey 40.3,jeanneau,11.75,[11.5-12.5),2004,fffff8f07aba0000.jpg
corsair marine 880 standard mit 12m carbonmast,corsair marine,8.8,[8.5-9.5),2020,00fbff040078bfff.jpg
corsair marine 880 standard mit 12m carbonmast,corsair marine,8.8,[8.5-9.5),2020,fffff07f3f000000.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,3f1fcf9303071f3f.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,7e7870443c009fff.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,bfffff0c0003f080.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,f9cfff800382c0f0.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,ffdcbc80e30780e0.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,ffff78fa7c000103.jpg
jongert 17m,jongert,16.84,[16.5-17.5),1984,ffff983e00c01303.jpg
granada 767 bonita,granada,7.67,[7.5-8.5),1985,0041ffffe19f1e00.jpg
granada 767 bonita,granada,7.67,[7.5-8.5),1985,e0e0e0ffff001cc0.jpg
granada 767 bonita,granada,7.67,[7.5-8.5),1985,fffc6ff7bc8c8080.jpg
granada 767 bonita,granada,7.67,[7.5-8.5),1985,fffff8e0c1016101.jpg
beneteau oceanis 46.1,beneteau,13.65,[13.5-14.5),2023,0000303c1e1f0e06.jpg
beneteau oceanis 46.1,beneteau,13.65,[13.5-14.5),2023,0c0f7fbbf8f8e000.jpg
beneteau oceanis 46.1,beneteau,13.65,[13.5-14.5),2023,1f3f3f7971230303.jpg
beneteau oceanis 46.1,beneteau,13.65,[13.5-14.5),2023,3f37170e1f3d3f20.jpg
beneteau oceanis 46.1,beneteau,13.65,[13.5-14.5),2023,e0e0c0feffe1e1c1.jpg
viko yachts viko s 22,viko yachts,6.95,[6.5-7.5),2023,00f3ffffff780181.jpg
viko yachts viko s 22,viko yachts,6.95,[6.5-7.5),2023,1018183c3ebe7e00.jpg
viko yachts viko s 22,viko yachts,6.95,[6.5-7.5),2023,e3f0f0f8f8fe0e00.jpg
viko yachts viko s 22,viko yachts,6.95,[6.5-7.5),2023,ffffff1f30200000.jpg
hanse 291,hanse,9.15,[8.5-9.5),1996,00ce3f1f0f87e7bf.jpg
hanse 291,hanse,9.15,[8.5-9.5),1996,1b00067fff7e6000.jpg
hanse 291,hanse,9.15,[8.5-9.5),1996,3fffebfb70000800.jpg
hanse 291,hanse,9.15,[8.5-9.5),1996,ffffffffff000000.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,0000f7ffffed8000.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,c0e0e07bd7bf0300.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,f073fdfc7f070390.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,ffff0f3e010080c0.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,ffffff0000260200.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,ffffff00600000ff.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,ffffff19010181c0.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,ffffff2000000000.jpg
solaris 50 #43,solaris,15.4,[14.5-15.5),2019,fffffff89080c0e1.jpg
prout snowgoose elite 37,prout,11.28,[10.5-11.5),1986,0000e0f0fffffc00.jpg
prout snowgoose elite 37,prout,11.28,[10.5-11.5),1986,0081e2f7ffff7000.jpg
prout snowgoose elite 37,prout,11.28,[10.5-11.5),1986,2fa73733b7e77900.jpg
prout snowgoose elite 37,prout,11.28,[10.5-11.5),1986,fffff3f0e0808010.jpg
prout snowgoose elite 37,prout,11.28,[10.5-11.5),1986,ffffff3e7c1c0000.jpg
aira 22,aira,6.5,[5.5-6.5),2023,ceeeeee6e7e0c000.jpg
hero 101,hero,10.36,[9.5-10.5),1989,000f87c10303f0ff.jpg
hero 101,hero,10.36,[9.5-10.5),1989,070f0ffffffce000.jpg
hero 101,hero,10.36,[9.5-10.5),1989,0ffffffff8b80000.jpg
hero 101,hero,10.36,[9.5-10.5),1989,0ffffffffbfc0000.jpg
hero 101,hero,10.36,[9.5-10.5),1989,ffffffff7f380000.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,3f3e3e3e18000818.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,f792ff0303e38103.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,f8ffc40d3b260e1c.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,fcdec6060993878f.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,fff7c18080030302.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,fffaefefe1816060.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,ffff3c3c0c010101.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,ffffffef00b87800.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,ffffffff01010000.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,ffffffffbf800000.jpg
marieholm if,marieholm,7.87,[7.5-8.5),1978,ffffffffe3000000.jpg
standfast 40,standfast,12.2,[11.5-12.5),1978,001077ffff0383c0.jpg
standfast 40,standfast,12.2,[11.5-12.5),1978,3fbfffbffff1f1e0.jpg
standfast 40,standfast,12.2,[11.5-12.5),1978,ffffff081c3e3c04.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2018,9cc7fee4c6b8209c.jpg
lagoon 42,lagoon,12.8,[12.5-13.5),2018,ffffefffd2d80000.jpg
beneteau oceanis 46.1,beneteau,14.6,[14.5-15.5),2022,000000061f1f3f7e.jpg
beneteau oceanis 46.1,beneteau,14.6,[14.5-15.5),2022,0000303c1e1e1f0e.jpg
beneteau oceanis 46.1,beneteau,14.6,[14.5-15.5),2022,371717000f3e3d3b.jpg
elan 37,elan,11.33,[10.5-11.5),2005,1f7fc78101f787be.jpg
elan 37,elan,11.33,[10.5-11.5),2005,3f0fefc1c11f0d38.jpg
elan 37,elan,11.33,[10.5-11.5),2005,ffffbf8130090070.jpg
elan 37,elan,11.33,[10.5-11.5),2005,ffffff76affc0000.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,00000010e7fffff7.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,00000036047e7e08.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,000000ffffff80e0.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,0000060e1e7c7870.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,000020ecee3ff1e0.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,0504000001fbffdf.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,8080c0c4fbfffcff.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,cfcf0f0e0e8f030f.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,dfdddcdc1c08780c.jpg
comuzzi c32,comuzzi,9.7,[9.5-10.5),2023,f0307e7fff1d0301.jpg
hallberg-rassy 29,hallberg-rassy,8.9,[8.5-9.5),1992,f3ffffffff000000.jpg
hallberg-rassy 29,hallberg-rassy,8.9,[8.5-9.5),1992,fceefffff08c8000.jpg
hallberg-rassy 29,hallberg-rassy,8.9,[8.5-9.5),1992,fef800001cfcf8f8.jpg
hallberg-rassy 29,hallberg-rassy,8.9,[8.5-9.5),1992,ffffffff10000000.jpg
wirz drachen,wirz,8.9,[8.5-9.5),1964,0c0c0c1c1cff83ff.jpg
wirz drachen,wirz,8.9,[8.5-9.5),1964,1c3c3c3c3def8060.jpg
wirz drachen,wirz,8.9,[8.5-9.5),1964,3c3c3c3c7e2000ff.jpg
wirz drachen,wirz,8.9,[8.5-9.5),1964,7e7e7efec1000040.jpg
fiskars konigskreuzer 33,fiskars,10.24,[9.5-10.5),1978,0000ffc3831fffc6.jpg
fiskars konigskreuzer 33,fiskars,10.24,[9.5-10.5),1978,40793f7f3d1f0f03.jpg
fiskars konigskreuzer 33,fiskars,10.24,[9.5-10.5),1978,fffff7c7c7a30000.jpg
fiskars konigskreuzer 33,fiskars,10.24,[9.5-10.5),1978,fffffff7c2003e16.jpg
fiskars konigskreuzer 33,fiskars,10.24,[9.5-10.5),1978,fffffffe600080e0.jpg
najad 34 ak,najad,10.45,[9.5-10.5),1983,04063727ff7e0500.jpg
najad 34 ak,najad,10.45,[9.5-10.5),1983,ffffffff3f010306.jpg
najad 34 ak,najad,10.45,[9.5-10.5),1983,ffffffff78000000.jpg
championships lago 26/sword,championships,8.0,[7.5-8.5),2015,fffff9002c000001.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2015,04ffaf006b7a310f.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2015,ffffff3c84c10101.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,7fffff0c01030f1b.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,fffe0000200003ff.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,ffff9f0300040000.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,ffffe0010307070f.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,ffffe5fb00000307.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,ffffff0b01010000.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,ffffffe6f2788080.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,fffffffefe7c0000.jpg
nauticat 38,nauticat,11.8,[11.5-12.5),2001,fffffffffe380000.jpg
maxi dolphin 62,maxi,18.9,[18.5-19.5),2020,0f070707f24f6f5f.jpg
maxi dolphin 62,maxi,18.9,[18.5-19.5),2020,ffffe7f7fc3c0000.jpg
leopard 50,leopard,15.42,[14.5-15.5),2018,ffffbf017c660200.jpg
leopard 50,leopard,15.42,[14.5-15.5),2018,fffffffd00000000.jpg
fountaine pajot saba 50,fountaine pajot,14.98,[14.5-15.5),2017,003e7efffc181c08.jpg
fountaine pajot saba 50,fountaine pajot,14.98,[14.5-15.5),2017,ff3f3f0707091000.jpg
fountaine pajot saba 50,fountaine pajot,14.98,[14.5-15.5),2017,ffff3f7f01100000.jpg
fountaine pajot saba 50,fountaine pajot,14.98,[14.5-15.5),2017,ffffff0800080c00.jpg
bali catamarans 4.1,bali catamarans,12.12,[11.5-12.5),2020,010393f10c3e3f60.jpg
bali catamarans 4.1,bali catamarans,12.12,[11.5-12.5),2020,3e3e39663e3e3800.jpg
bali catamarans 4.1,bali catamarans,12.12,[11.5-12.5),2020,e76f041c4061677f.jpg
bali catamarans 4.1,bali catamarans,12.12,[11.5-12.5),2020,ffffffe79991c0c0.jpg
dufour catamaran 48,dufour,14.2,[13.5-14.5),2020,1f3ff1ff1480b2f0.jpg
dufour catamaran 48,dufour,14.2,[13.5-14.5),2020,3fffffff83030100.jpg
dufour catamaran 48,dufour,14.2,[13.5-14.5),2020,ef3f0f0bfd300000.jpg
dufour catamaran 48,dufour,14.2,[13.5-14.5),2020,fffffffff8000000.jpg
jeanneau sun odyssey 44,jeanneau,13.33,[12.5-13.5),1991,7cf0e0307eff0700.jpg
mcconaghy volvo ocean 70 rcer,mcconaghy,22.86,[22.5-23.5),2008,8fc7cb4b8190c1e1.jpg
mcconaghy volvo ocean 70 rcer,mcconaghy,22.86,[22.5-23.5),2008,f32018fcf1c3c387.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2016,00003e7e3e3e0000.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2016,04ffaf006b7a310f.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2016,ff11fff3980000cf.jpg
beneteau oceanis 55,beneteau,16.78,[16.5-17.5),2016,ffffff3c84c10101.jpg
hallberg-rassy monsun 31,hallberg-rassy,9.36,[8.5-9.5),1979,2f2f6fef81000fff.jpg
hallberg-rassy monsun 31,hallberg-rassy,9.36,[8.5-9.5),1979,ffffffad38030200.jpg
hallberg-rassy monsun 31,hallberg-rassy,9.36,[8.5-9.5),1979,ffffffef7f040000.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,20cfc7fc843e7cf0.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,e60484c787c6e7ef.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,e7ff24bf1c183030.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,fecfdfc91e1f0000.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,fffffeffc7060000.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,ffffff06089c84c0.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,20cfc7fc843e7cf0.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,e60484c787c6e7ef.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,e7ff24bf1c183030.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,fecfdfc91e1f0000.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,fffffeffc7060000.jpg
lagoon 380 s2,lagoon,11.8,[11.5-12.5),2006,ffffff06089c84c0.jpg
dehler 41 cr - 1998,dehler,12.45,[11.5-12.5),1998,46ffff3f0110e000.jpg
dehler 41 cr - 1998,dehler,12.45,[11.5-12.5),1998,ecfcfefefc000400.jpg
dehler 41 cr - 1998,dehler,12.45,[11.5-12.5),1998,f7b9ffffbc988000.jpg
dehler 41 cr - 1998,dehler,12.45,[11.5-12.5),1998,f8fa48383f3c1c00.jpg
dehler 41 cr - 1998,dehler,12.45,[11.5-12.5),1998,ffffffe203030707.jpg
bavaria 51 cruiser,bavaria,15.6,[15.5-16.5),2010,000000ffffff0707.jpg
bavaria 51 cruiser,bavaria,15.6,[15.5-16.5),2010,010000ffff0180f1.jpg
bavaria 51 cruiser,bavaria,15.6,[15.5-16.5),2010,ff870301810387cf.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,03030100e3ffff1f.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,07030102e1e3fff8.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,e4c09ebf07010000.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,f8c00000ff8787f7.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,ff3f1800bfc2c080.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,ff87f4e00203177d.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,fff8000000c0c0ff.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,fffff0e00007c300.jpg
ossi grondahl 1978 clipper,clipper,12.0,[11.5-12.5),1978,fffffc0000000088.jpg
beneteau oceanis 42 cc clipper,beneteau,13.23,[12.5-13.5),2006,f0fbffffff3b0000.jpg
comar cometino 801,comar,7.68,[7.5-8.5),1977,046eff7f1c040000.jpg
comar cometino 801,comar,7.68,[7.5-8.5),1977,efe7efcf1f000000.jpg
fiskars finnsailer 35,finnsailer,11.0,[10.5-11.5),1977,ffffff1dc1c0e0e0.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,00000000ffffffff.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,0000ffffff3f1800.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,d9f9fd3c03191800.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,f0ffffffffc40000.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,ffffc7c747070101.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,ffffc91000000000.jpg
sud composites switch 51,sud composites,15.4,[14.5-15.5),2000,ffffffff00000000.jpg
jongert 19 s,jongert,19.33,[18.5-19.5),1979,1f1f3fff1c030303.jpg
jongert 19 s,jongert,19.33,[18.5-19.5),1979,c1c73f7b3f000300.jpg
jongert 19 s,jongert,19.33,[18.5-19.5),1979,fffffcfc0ec40001.jpg
one off centercockpit sy alegria,one,11.67,[11.5-12.5),2000,3a7f7fffff010000.jpg
one off centercockpit sy alegria,one,11.67,[11.5-12.5),2000,ffbfffdec0001343.jpg
sunbeam 27,sunbeam,8.35,[7.5-8.5),1981,030605ff5d007ffe.jpg
sunbeam 27,sunbeam,8.35,[7.5-8.5),1981,3f0700ffeffff983.jpg
sunbeam 27,sunbeam,8.35,[7.5-8.5),1981,ffffff7f00000000.jpg
comfortina (de) 42 in der flensburger forde,comfortina (de),12.86,[12.5-13.5),1999,3c7ffbfedc796103.jpg
comfortina (de) 42 in der flensburger forde,comfortina (de),12.86,[12.5-13.5),1999,f03cff03e3e0c0c3.jpg
comfortina (de) 42 in der flensburger forde,comfortina (de),12.86,[12.5-13.5),1999,ffff7c40808080fc.jpg
